,win_center#01,win_center#02,win_center#03,win_center#04,win_center#05,win_center#06,win_center#07,win_center#08,win_center#09,win_center#10,win_center#11,win_center#12,win_center#13,win_center#14,win_center#15,win_dm#01,win_dm#02,win_dm#03,win_dm#04,win_dm#05,win_dm#06,win_dm#07,win_dm#08,win_dm#09,win_dm#10,win_dm#11,win_dm#12,win_dm#13,win_dm#14,win_dm#15,win_dm#16,win_tube#01,win_tube#02,win_tube#03,win_tube#04,win_tube#05,win_tube#06,win_tube#07,win_tube#08,win_tube#09,win_tube#10,win_tube#11,win_tube#12,win_tube#13,win_tube#14,win_tube#15,win_tube#16,win_return#01,win_return#02,win_return#03,win_return#04,win_return#05,win_return#06,win_return#07,win_return#08,win_return#09,win_return#10,win_return#11,win_return#12,win_return#13,win_return#14,win_return#15,win_return#16,go_center#01,go_center#02,go_center#03,go_center#04,go_center#05,go_center#06,go_center#07,go_center#08,go_center#09,go_center#10,go_center#11,go_center#12,go_center#13,go_center#14,go_center#15,go_dm#01,go_dm#02,go_dm#03,go_dm#04,go_dm#05,go_dm#06,go_dm#07,go_dm#08,go_dm#09,go_dm#10,go_dm#11,go_dm#12,go_dm#13,go_dm#14,go_dm#15,go_tube#01,go_tube#02,go_tube#03,go_tube#04,go_tube#05,go_tube#06,go_tube#07,go_tube#08,go_tube#09,go_tube#10,go_tube#11,go_tube#12,go_tube#13,go_tube#14,go_tube#15,go_return#01,go_return#02,go_return#03,go_return#04,go_return#05,go_return#06,go_return#07,go_return#08,go_return#09,go_return#10,go_return#11,go_return#12,go_return#13,go_return#14,go_return#15
win_return#09,6.912342203017166,5.708136629289427,5.993408520618907,6.905057869912473,6.274396778620431,6.297519727909184,7.4602604181507575,5.656530003279172,6.057839131104725,6.892645212411614,6.925861820930023,5.622397584085998,6.095110061783567,6.118251030494679,5.701028805201259,7.800667359286567,7.402684652772525,7.823174118094701,6.493667120575292,6.417296033245402,6.113248027138643,7.090157104244006,6.972116448856403,8.031108978608668,6.750303277334955,7.094212305670797,6.595886076338314,6.748933114594555,6.421961572581505,6.184725503708508,6.591745990369299,10.210533997625035,5.8673892828582,7.963687397283817,10.059246099892476,7.347340339537617,7.698684388261096,7.095968223675677,9.093717891659303,7.457695612160366,6.60432657638494,8.068408816798167,7.6550869823759005,8.823540010549063,8.68477900296131,6.412465840644527,7.911572168216405,5.445485037591969,5.258726345157194,3.6842956148778856,6.760305916227296,4.813543409941732,4.425393736260656,3.945444044787952,4.108571972293957,0.0,4.164297923756171,4.767574293942664,4.33856726231379,4.791828398576789,3.165481171866307,5.442486758348535,4.769545311936353,6.772366675554645,7.273642128799407,5.860893807538,6.2996286612593595,7.324287424203983,4.789908323419823,6.531314286386679,5.481639924439743,6.152311475858188,7.3204129113631415,5.065083899639826,6.74679765040362,6.813509778005119,5.623878003575565,5.796643187042198,6.718730651317801,7.192600183290593,7.170281623240352,6.129944237525949,6.527722110951827,8.319442343123534,6.471104813745318,7.279120274606706,7.114226830457954,7.676410454792952,6.35074919427856,6.2675670043082725,6.904410914711836,7.507299715136195,5.4490165662742385,7.265783118520484,7.702467054850061,8.113176401638583,6.898506552678026,8.278288844450913,8.955936985196576,6.809133065171578,7.498930884095473,7.298321118571642,6.814455044520801,6.384559719307405,6.583184012653606,7.117712969030843,7.896333508802459,9.190344787005037,5.196403154447681,4.7692657536662315,5.745178351064337,6.083181625811852,5.825263977142069,6.494091634676913,5.9760976645507045,6.371811644467481,6.372549573883162,6.3272703974811755,6.111837270703365,7.178427344948928,6.557786965258698,6.3749676332529654,6.254420605920982
win_return#10,8.390378395547797,3.3610849387623327,7.052642165497157,6.211459011096475,4.483361776476776,5.957584020887962,5.738668354138968,5.41831022332307,8.980733849766372,9.134846027262075,7.35746904377106,3.269565774847452,7.13834835436255,4.953251538748852,5.593760426988686,6.299437192888097,5.675900947683641,8.48672644170396,7.870697650332575,6.532427682920796,8.020248974671675,4.538751145292786,4.193158930071521,10.09016580080044,5.3247556099309925,8.45962001430654,5.987756121145265,9.747317479218244,8.26389256663742,4.979662505958723,6.682655859622282,6.473343828217325,6.213203612906916,6.900974243796055,7.849370227147644,7.145532673508665,6.716687361019867,6.942785309972233,7.191762121176677,7.630282528345094,7.732529331708864,7.316569954914048,7.15355145547288,9.17316777106903,8.584345499834184,6.532979119412038,6.9434992458270415,4.5465554888656365,6.637185543603263,3.905922153437604,4.088568331551151,4.559712511336787,4.749212018315435,3.832735526342469,5.046435456641345,4.164297923756171,0.0,3.710816692633688,3.2542618847307483,4.898150424407185,3.3748144569665945,3.3447593727405818,4.353206922797432,5.717839103042436,10.04609468910565,7.761721350778928,5.860268125911203,7.804052175725794,4.600203306766739,7.802789838322024,5.4387900637395905,7.71093281023199,5.84767477164789,6.132421362434736,8.671767437428398,6.893209022966161,7.467213869901662,5.537572432975552,7.905132588435733,8.45687119830227,7.2244663444649975,5.37089001337315,8.087923788320936,8.74214806327561,6.034837389576747,6.740604181771116,9.123602904952847,7.3053823298170295,7.118313410234178,6.746997532053854,7.120648315161214,7.348407796733607,5.434697264575195,7.025686406287125,7.834125745515054,8.644026113987389,7.271235033390753,7.499831762388979,10.562963880715362,7.753501544515245,7.430461128589207,9.33656521745651,7.527094730277904,7.238567168834804,9.039292878485565,7.996111613355915,8.673759578104406,10.094048689089675,6.056158548938153,5.859243611637308,7.854152524527094,4.949004875818913,5.639063720111235,7.473967017644875,7.538028844058088,6.820316551381477,6.793869781986027,8.278061445129904,7.504514253819531,8.55306707607615,8.864183355494566,6.759380636039272,6.849592830469986
win_return#11,10.603903820043028,5.708285053830504,8.706919859916885,6.26453511976386,6.363757464815039,6.6369659451037,5.121503306180685,7.090561755746925,9.298148831038437,9.815609158161244,8.593391839549215,5.349897524882727,8.618093839514435,6.64036354504333,8.187958855177824,8.134523367836456,7.960050051986889,11.121393790500033,8.45962304066256,9.182719166394582,7.631531393305416,3.968716010194367,6.704496461522192,11.769498031475868,7.137864605826143,9.070043698160172,7.620843158321501,9.296510083017314,7.265931467351569,6.372143542115163,8.690413904076987,7.338487520628707,5.72616810989109,6.994033173838295,8.671393168923455,6.574184766431126,6.880631499256891,7.033951475602999,7.510932758137263,6.57635767787051,6.311918437299554,6.586791832523185,5.787383682467008,8.967489025516786,8.422857248727048,5.808164848002377,6.265535207648489,4.170404316840396,3.308328296427357,4.053150973484508,3.1125133724989844,2.7938051516205893,2.9154550818810754,2.6312953331886306,3.223379976759739,4.767574293942664,3.710816692633688,0.0,5.284515579887791,2.8668597040047605,2.902220263856398,3.080452454101411,6.549132606846675,7.269815558562733,11.632107836925439,9.61943287251384,7.85795352572735,10.308107462889948,5.1146453372701455,10.608826236363923,6.671320890553014,10.576907106018027,7.124277480475611,7.53963622084869,10.669845186441973,9.571929889603181,8.829409124307007,5.953108476498576,10.136803949808465,10.853977851132193,9.92520334053871,8.415166904684693,10.083452009613884,11.669904948753008,8.410203610390177,9.289251984831791,10.968933439985403,9.98906306195797,9.027297760010871,8.423910900128496,9.79924979128658,9.903703822894359,7.250312415696732,9.430198074285057,10.759444007044317,11.359668780859472,9.813693751337764,10.277537074859007,12.913400169588664,9.777883170441939,10.088676077481631,11.417089365987831,10.25353587957315,9.151628601117697,10.279335718370975,10.389608066468664,10.881470498293512,13.209895603201318,8.419709386019608,6.988256517899786,9.587917076064643,8.463348561466358,8.134588381525653,9.928810191913671,9.791690683781976,8.626124538449341,9.90625587053844,10.099249354624467,9.987818905326911,10.86799113421764,11.307499387626898,8.375999823894555,7.937750053498791
win_return#12,8.685529824612411,6.267967107910941,6.640542480505259,6.44182113819117,7.174691784109897,6.8578277538931625,5.430133543152438,5.461630392206571,8.227146235353288,8.428312834308407,8.643159249964478,4.6109363602375275,7.9662132428239065,5.559182909016721,5.913203090297165,8.283485866166286,7.1190610804326155,9.03650057722381,8.325670151119496,7.860301911917877,7.7748533804978095,4.4604746040381364,5.468622980965104,10.91152408927636,6.39603060375792,9.142968726056097,7.170838948624774,10.315869892385594,8.300517013648527,5.857449735819748,7.695012691563087,5.7773313928881,6.1238231146281965,6.840483773418976,6.961541545611552,6.850272105082088,6.048173549612811,7.050414493710718,6.602828774245634,7.275930040562451,7.623788001728012,6.068476844309027,7.060857810039796,7.596904098785482,7.785313240553921,5.813691666054196,6.577083307613789,3.828303449860752,5.345255582927112,3.0498834956213345,4.5494065248297115,6.039377739551202,6.113822027819492,3.9312134278366972,4.087722028333587,4.33856726231379,3.2542618847307483,5.284515579887791,0.0,4.6510622869348675,4.04724454705212,4.258926371958964,4.973656478306327,7.131660511827051,9.034216096377824,7.52115463493625,5.269958436962275,8.351516475816185,4.6936428131656065,8.662383947630612,6.030261245220011,8.445526870974362,5.58702197850493,6.507745255818175,8.356541935472645,6.47298657546421,6.761370808850509,6.075440151746584,8.240708580908903,8.163404879093678,7.471012468527296,4.953384831621609,7.555453114572367,9.567493122694732,6.566836996683465,7.710547977254793,8.687726844689877,6.3595057047509895,6.562785069720747,6.872796224238211,6.895250081622667,8.297315224320537,6.574914682985219,7.97555677330075,7.654739253249163,8.576441658084295,7.271265404386457,7.062445172879503,10.319623673507781,7.945624680237774,8.078144283204862,9.293054684423199,8.046352142216127,7.002261512124569,8.059183480058442,7.958092331046381,9.30922383116522,10.301081849484653,5.425743814807752,5.691148510732471,6.673495403996001,5.550728219909306,4.994876169817889,7.104515621462973,7.156862306182348,6.171195547819495,7.096640094893404,7.514152597342012,7.919407962630154,8.374177233779227,9.225318527906154,6.720064115970964,5.902349687326541
win_return#13,12.761889292999191,8.249575557600247,10.742651968304378,7.4154862776545825,7.319253752333649,9.115666113144453,6.301970847068642,9.175233047898736,12.5498925584717,12.660166931469771,11.10419294878833,7.272124504670486,11.043884336877237,8.868524784644118,9.293242917621905,9.343013343825934,10.057132376090848,13.0408245427377,11.34205354382751,10.421045074933957,10.488496194859977,4.603343321620207,8.031885021750632,14.322206691734152,9.303868326168823,10.447192462575913,10.064754471453503,12.684264045247357,10.400969785247458,8.702725867124002,11.04386312379003,5.4231914119641775,7.86779178075571,8.216918647831376,7.248711842319733,7.722210125325758,6.835579677070202,7.763189058230334,7.268519625561146,7.653520808380387,8.045977825399836,6.325292244991933,8.037685406245068,9.583139696625555,8.342273389190456,6.674591307433881,7.2415546585532,3.190288027776866,2.634365927931521,4.21848421679028,2.5131338624161423,2.9900436673845494,2.0598183206021625,2.3453153736930874,3.535115383269937,4.791828398576789,4.898150424407185,2.8668597040047605,4.6510622869348675,0.0,3.8979503019732245,3.1404529903465157,6.4221840160366925,9.679770255586769,13.552153012513216,11.95618482932688,9.308009590728268,12.365473982677921,7.300861724162639,12.434098199918848,9.279303412844708,12.185259640123693,8.688907961402043,9.250867105671427,12.798500497921285,10.862194420773159,11.343341564637443,8.74164464726363,12.218523141394355,12.446941747649928,11.540652631040038,9.168646349570928,11.857188672128121,13.528317121938816,10.389363143868437,11.450406335611317,12.752426093481244,10.633099874285673,10.596175240261765,10.83440558221994,11.203347783551733,11.95102938263877,9.540555557100308,10.813292653780733,11.911886568626132,12.765342621196664,11.415180342256981,11.317757826037504,14.632656972894114,11.983809688879518,11.846128528398351,13.255722732515027,11.35734029475562,10.99766950518634,12.776792604674421,12.198855692992968,13.113716763382081,14.178447347989419,9.956465051171364,9.803916106026813,11.540650731347583,9.498946892101042,9.66742707211145,11.376931545052917,11.666206354467034,10.665901407566778,10.734362378796106,12.137545263642487,11.920034247863105,12.830552619135396,13.139274962807661,10.719369002942637,9.945592569855688
win_return#14,8.460874811617263,5.495889703700725,6.753348832199989,6.4398287468887006,5.598435447956702,5.921803088429421,5.801651393204523,5.493244050933308,6.84640983167724,7.906246522417199,7.3726270651442505,4.608190728700951,6.722131048281989,5.554590510108493,5.7060865873133695,8.10532005459567,6.664954295274973,8.747042428333641,7.04914724864236,6.728117805015656,6.238361781557245,5.099661535875225,5.8152377402474285,9.73555587861001,6.0079029835401965,7.868101935524656,6.437956899440152,7.9962972198313915,6.363375778467921,5.473508702676222,6.95717363563292,8.370824549374813,5.552866603192878,7.154312277615775,9.112016994973365,6.303978726989158,7.142907084916523,6.4714395263571225,6.002962849851925,6.340281081294199,4.790146495413425,7.398391874802786,5.587094427155638,8.671909318483367,8.446806459430611,5.9372738617835585,6.695328049547867,3.8378081058331084,4.4973013032164895,2.834487053962276,4.059827491798748,3.341063648093396,2.7854123370478225,3.000470139926911,3.6252436583432393,3.165481171866307,3.3748144569665945,2.902220263856398,4.04724454705212,3.8979503019732245,0.0,3.0797462918323792,3.755995654503723,6.873542994782364,9.029581813038602,7.1298225204066075,6.093722798421704,7.925662038008816,4.715286460519836,7.573148435184444,5.370585247316648,7.754852650037478,6.955161095880576,6.922684298071707,7.945263848534115,7.2498057068473365,6.095079817378132,5.151195960137543,7.802836994981988,8.468076846574807,7.6427576368773495,6.167146208440863,7.536187522117965,9.334359656345104,6.347159555015252,7.3200880242966235,8.737123264058026,7.964748752490709,7.039280172714239,6.369242136205389,7.472060946179559,7.814828705661151,5.205445415134047,8.265065764266641,8.449273651807303,8.835699234828878,7.435190464564034,8.142693632274762,10.327361342648851,7.250602820344067,7.7631964900810075,9.03215435945682,8.255177231616022,7.094931629690107,7.621547766429573,7.976588815701528,8.629540013224888,10.779451916426478,5.761021906948482,4.5965477520347635,6.892570051751949,6.829529024903748,5.7594684116965205,7.393440558970757,7.218276846754928,6.399206700312679,6.97885082206062,7.502762494540108,7.358902396170256,8.273641619655823,8.782389371827525,6.423278138404824,6.298167600908164
win_return#15,10.650864019311662,4.4061051334890475,9.246188096897416,6.657009634605321,4.927713518036014,7.124027955302938,5.11565184332341,7.503013957686093,10.983659117611493,11.094519322219728,8.888277670927259,5.136171496776945,9.066118369730946,6.880112008912054,7.839642967881558,7.8563189535060935,7.796239795800893,11.1639846507008,9.644243700693266,8.712235047919824,9.201308504632909,3.888938944293516,5.811899317609725,12.272397976483854,7.266769080315136,9.673057269518889,7.811775944020291,11.1130509672229,9.111165779962889,6.7290728451201085,8.926164183582951,6.138958361669408,7.415470436702382,8.006471490641339,7.512505886122804,7.644551778934171,6.919255501086133,7.635222333129193,7.367468279535987,7.799069556208521,7.957470341007808,6.402539251457775,7.6074049128165315,9.55308870202639,8.334209488494581,6.712679498387292,7.0563750106610215,4.029469406764512,4.934132736246603,4.569051848998378,3.0788912574407163,3.347200992588503,3.1640970731931435,2.8350071150774374,4.040412935229719,5.442486758348535,3.3447593727405818,3.080452454101411,4.258926371958964,3.1404529903465157,3.0797462918323792,0.0,5.260574390223865,7.846412739765205,12.390099255732679,10.203819054106258,8.020134691201319,10.513803166510563,5.886942919990368,10.456683655946257,7.18841178632321,10.445698857295708,7.846679196773622,8.155521812841027,11.159251393561487,9.461971849654851,9.830406396695365,7.123674741928851,10.416930481758563,11.028861326678419,9.780791091385042,8.023273837911114,10.630602679922813,11.438478355925115,8.526744940865814,9.25022050374318,11.426311430160185,9.674000312735117,9.322794431886324,8.841534943198324,9.733114148099157,9.901404348982602,7.579067485690125,9.268190685440056,10.609440075394177,11.30410187335042,9.91675460533526,10.061038495769328,13.221179058450225,10.266732874338357,9.96656186660905,11.78803348747302,9.907888297424757,9.434134937673958,11.330808126811526,10.434539206216252,11.060563716243582,12.75660728325901,8.68241444684075,8.025560510130031,10.471242017972259,7.770639193960428,8.211533738848466,10.063756105119156,10.271407087694419,9.100496172656946,9.4444239952498,10.855474803471182,10.194400903048791,11.272325321045699,11.5331452009666,9.067090382257689,8.947696942491248
win_return#16,7.0320837557882925,5.267945418322336,6.124579582648088,6.482619685809783,7.466912778069204,6.814270384174817,8.175053205311213,5.1352453787010255,7.757627905322105,7.286688228577298,7.776643769002165,5.302269668156893,6.562428740294521,5.252911062428834,5.578728863634866,6.051989641669646,6.4412495049263825,6.865049873202577,7.389934514810902,6.10985691041686,7.5782173348761726,7.296809019332427,5.703004713524049,8.778877446518727,6.092034459670954,8.844132185423028,6.61298778582542,9.005011714062059,8.435992290645471,5.901182610799936,6.093635082748791,7.882050762950495,5.121339277953442,6.455939932304095,8.181998492175467,6.377521712738035,7.380790963572453,6.534295606991839,6.212170914082955,6.281066971974654,6.158663011021703,7.803413835445229,6.4624116157273255,9.91809790386263,9.384056420902539,6.017601680019629,6.93361592293995,5.860805466760435,7.280430224171029,5.52161913830192,6.786361696162358,6.049409634305396,7.174371825917842,5.772945305890047,5.894499659193426,4.769545311936353,4.353206922797432,6.549132606846675,4.973656478306327,6.4221840160366925,3.755995654503723,5.260574390223865,0.0,5.117839192806052,7.877553933892195,5.890578108591344,5.9660890141802625,6.42075092773672,4.024012953566645,7.067410587812695,5.759651605477834,6.2000319953256815,6.4668852222514,5.675368404970776,6.708723265693332,5.755791002576805,5.415858201871575,5.984032704983795,6.4071131711655935,6.400040560185699,6.379989036384503,4.962516445164279,5.809188282061079,7.550892743065512,5.4211116452401935,6.343254982321076,7.124939547873517,6.5549246066631115,5.856296119681633,6.0439674996163815,5.83973874814901,6.577531532632296,5.5126202305857035,5.989292141418636,6.480617212096706,7.648277036370847,6.366555639849984,6.83433174415944,8.97994053089922,7.0525976231651475,6.887907582300168,7.445784640765578,5.788070099217256,6.16272108216433,6.677901239238513,6.617790190015751,7.417882668245829,9.179057573410914,4.949560422854964,5.402260230819251,5.036692506399188,4.636681588771258,4.379290721716411,5.432616506758308,5.011686058673695,5.652686244762,4.531350252518149,6.030871743406776,6.090077990250048,6.295483677662897,7.368154717394834,5.952843720985919,6.0329920065874925
go_center#01,3.358873621257102,2.9902648646170467,4.3498201406051695,4.889043900522334,4.323804955781448,3.885283100354901,5.630463895715645,3.186669944132274,3.3129411905884734,3.885497851113973,3.762966562372275,4.602774722983957,3.135537770501896,3.813192539343129,3.618710871907288,4.34999137406995,4.690168198199575,4.649860085719341,4.1633246695663795,4.49074019168636,4.643596042606184,8.040726588864644,5.058257540024538,4.330169817056919,4.2090476063096665,5.130518895178745,3.3694704180490045,5.055465444061944,5.50129885116099,3.813555816712095,3.2009372287054814,9.446721486515955,5.071125583299438,4.658585851189382,7.780548158881174,6.203468579728938,7.574691460757084,6.935947903548036,7.280302331848044,5.994208967002321,6.044274753998243,8.574920585319276,6.24546592152087,6.789391468177459,7.744449332442333,6.853140444202348,6.903157685345569,8.554257748082879,9.92443494710662,6.344134746673857,9.208260470780132,9.918108927179148,9.624966891263231,7.8762639530761875,7.561135945830567,6.772366675554645,5.717839103042436,7.269815558562733,7.131660511827051,9.679770255586769,6.873542994782364,7.846412739765205,5.117839192806052,0.0,4.129403379724731,2.9418764940360527,4.088222834241083,3.318939614949035,2.7460043812141253,3.740040620743594,3.8046343919648082,3.605966325102798,5.127117440961938,3.464491125229201,3.333236185957413,4.690709763087719,3.59788403546222,3.6180552161819524,3.095279018802819,4.804316767203315,3.9394688287074446,4.438459304206133,4.100521569138591,4.597997307222787,3.57311723434726,3.585643867551955,4.6961914978642625,6.473837959683983,4.609901031405247,2.6683826226379503,4.47256847311446,4.234282963253088,3.6186072035340686,5.455410660043298,5.364745301886697,5.49313323324247,4.65091282236076,5.9395573099453705,5.61867846152911,4.404157075102638,4.52732590162411,4.755000906618036,6.005564262212063,4.406901650854976,4.823744240868112,4.433693184298247,4.677927117363689,5.953837587464608,4.846982823701544,3.126358121404601,4.4997250942931855,5.377135865476312,3.959047487637565,4.243752112589075,4.328562472638782,4.185249223133472,4.769136173653822,4.651338586067298,3.789811390571472,4.306087653580456,3.8233516979097857,3.5573086682856148,4.657397557597027
go_center#02,3.5998339941538164,5.7380873605667055,4.388885689037536,5.746117117801786,9.443814352133842,7.474528431182702,9.493207000763455,5.054751692260001,4.033369067368641,3.667953144672312,7.704353494609111,8.796734367918384,6.158030930887007,5.330204303745759,4.345282091099091,4.982626625173856,7.884687453892904,4.995966817558014,6.774146691947105,5.165507048378667,6.310533524681602,10.340861216516647,7.603001112101141,4.387022282427674,6.999436932123082,6.285741351192428,7.1290681612570905,7.346460790379524,7.7894463525287,6.990406328476769,4.7870261651832,8.775378671616904,5.258594445596375,5.581430168972493,7.45607489688,6.584147974660295,7.215404402862379,7.19783905567047,7.305761967531533,5.969038112306169,6.384182686027777,8.293664668406949,6.562720642562287,7.315102099745847,7.884641269924964,6.479426609137354,7.055413485150965,12.028761093806127,14.713826927494924,9.581652516042581,12.19589986772255,11.941272124009913,13.320402786942823,11.469331636816325,11.422806366111306,7.273642128799407,10.04609468910565,11.632107836925439,9.034216096377824,13.552153012513216,9.029581813038602,12.390099255732679,7.877553933892195,4.129403379724731,0.0,4.392872975782914,4.4808565745191835,5.343933528674377,3.455274793342947,4.6791679900204075,7.739951082860728,3.2986313151261073,4.823061670822384,3.655675088752837,3.2980496846262812,4.181244519523324,3.2033899215317905,6.163030146871802,4.228860814982687,3.204656295659894,5.669768941915813,5.364755414322049,2.590517776223833,6.274991585985534,4.964187865744936,6.34805424290469,2.74544259087716,5.7114645268806,3.622534779661116,4.253635546417683,4.558379002487457,5.782713423338314,6.498828949736003,5.101397489098789,4.4771804805557425,6.6985262002546895,5.2584853539336835,4.385148038033369,6.382218362600028,6.108082447734024,6.53427760112068,3.4451171993679526,4.776023639330821,4.453207727142059,3.5749059027689776,5.315843699549776,6.164307954229854,5.775505587043766,5.395506250350867,5.256292182150468,2.95988105331275,5.811958911983471,5.006652723180559,3.7626819868798624,4.490852281265572,4.726778995727346,2.8692653173386313,3.670233673737342,4.426210643221491,4.173054841255669,3.1732087760222516,5.005380979681508,4.71348531591949
go_center#03,1.8804972848286319,4.210880904574131,3.9630327065893622,4.432816546611159,6.933751511953492,5.0571296408001105,8.176851542536136,4.202141928270336,3.6990705518612663,3.1264154400778197,5.075305832779336,6.878127481507386,3.924553083474371,3.0972123149488975,3.505867977501611,4.3427954608095085,5.24325095223385,3.314903442646784,6.170736317220134,4.701144868770445,6.407872514965296,8.838297930322806,5.233449626474714,4.00757653899044,4.75100443178173,6.566195053133873,4.177372015823398,7.226450024051797,7.46260086965962,4.479823047785554,2.4713615549557875,8.948744040513294,5.768760794130089,6.375754808810372,8.412515678890694,7.171950375630741,7.819234801226653,7.633095764716578,7.945898967105428,6.789219221746836,6.968056022566323,8.772079354770154,7.151980683660624,8.454338180753075,8.580885097371377,7.063526930988331,7.350008863472384,11.34796659261591,13.180895733751287,7.7903187094685435,10.247693601887045,9.97387418046429,11.11764042907737,9.932242007884192,10.297785082724063,5.860893807538,7.761721350778928,9.61943287251384,7.52115463493625,11.95618482932688,7.1298225204066075,10.203819054106258,5.890578108591344,2.9418764940360527,4.392872975782914,0.0,4.067503582650492,3.6597449172542835,2.9987187819941044,3.318772754337173,4.543493806878872,2.947637118647563,4.647396040254618,3.276163123747916,2.766013083235209,2.9190396591303434,3.325452640254324,5.206856712507538,1.597629090483548,2.5630640806986005,2.4441385478200672,2.9701007109683615,3.6701501054238785,3.4828834817721006,2.1944127121920043,3.4173606083833716,2.748938619348728,4.728815787723903,3.2290596566982455,1.6783216887069958,2.377660335997095,3.656534735088563,4.570433315781184,4.061681984303175,3.6883974797755736,5.042586191804081,3.9990569965918095,4.53604585714987,6.638440391347072,5.29425146158049,4.536637698597502,3.301938174946064,3.531718642114664,3.521380938086014,4.234196647863729,3.2025724373097884,4.470886557962391,5.224498045247472,3.8502180911886486,3.2493636228998657,3.963460213492401,3.0115882009124237,3.7672561523349737,3.5352693784147675,3.1935185065641627,3.281194330855115,2.9141956104845614,3.5660479066684707,2.7185976471475324,3.0977080868814144,2.903936693733308,3.4037180930066464,4.108506579597675
go_center#04,4.55741723505518,4.560002828604897,3.1633469235364773,4.549446123745275,6.942140850503296,5.169868988368767,5.9397874863536035,3.141002219274385,5.296129738316995,4.2758697559826,6.415836467394396,5.7226387909928045,5.347244560105156,2.1483622790395334,2.484911156518989,5.104467584498963,5.150376945169567,4.835603487668622,6.458592873469585,5.307392977300219,5.9593977403842295,6.447188966494989,3.8365252162152754,6.7832913159108,4.106449977039758,6.3445563299116285,5.002286796445317,8.396792737648004,7.175678609948496,3.9360237667902958,3.81812250548258,5.90528504349485,3.942479768716728,4.892553007297078,5.949657421900527,5.8537583505509225,5.073037551148404,5.347072059040439,5.559742139220105,5.3051902033505645,5.741617051847617,6.360295948885674,5.651439598107322,5.81827232046527,6.164773390532364,4.992150661260621,5.2643093884504735,8.398728445909214,10.580972776934717,5.870281006863566,7.991891154223722,8.95347165097481,9.470620613109723,7.628763231944882,8.10044249810711,6.2996286612593595,5.860268125911203,7.85795352572735,5.269958436962275,9.308009590728268,6.093722798421704,8.020134691201319,5.9660890141802625,4.088222834241083,4.4808565745191835,4.067503582650492,0.0,5.176038236110355,3.6280288625879007,4.938182347876176,5.204690179978841,4.201661393290941,2.823240576487346,4.339344562894947,4.106343534307022,2.88576108380799,4.243689359252097,4.711101381820657,4.157015429022758,3.667051503861217,4.2642723414972155,2.6944098612286136,4.1235987362298765,6.093547563186853,2.846588865214451,4.553892312134008,4.303361807334454,3.4994461281963307,2.258728650622468,2.75522272513698,3.0252685123625884,4.764657836567784,4.769012684557205,4.212225702814146,3.9810119329582974,5.5023692780510185,3.438294348581739,3.834771342176839,7.301161518368174,4.874092078683194,4.647241572440311,4.46353891300892,4.34574228218929,2.4432303318958564,5.212668057102635,4.127296446549042,5.356474384366088,6.685211066524577,3.51514123259178,3.104258895421348,4.507400677241975,4.400786651592167,2.4390560232424,4.212976805647809,3.6662712822977093,3.23124819687507,3.525314038312145,4.067402965529272,4.179290997345107,4.595239372097006,4.499112645217695,3.6854352854982033,2.7585831686894013
go_center#05,2.807800003996896,3.9598271684463286,4.940458541875103,5.645351345795793,5.6882224681031515,5.159832987358484,8.457701617614491,4.101868282747221,4.562430429794857,4.837962718421104,4.148960495241716,5.9460882777197,3.509205644768182,4.6196189400360455,4.144664018794154,3.123926529875841,3.767331521680786,3.490217137878882,4.572793441641335,4.157606344313999,6.548104293061698,9.422121139606476,5.414665263398872,3.8880711402259283,4.104761230187632,7.017739827861674,3.6657819927758255,6.571434488694349,7.311015543945215,4.737978300975128,2.8510000403251277,9.081947846134598,5.505543519508823,5.409807882626203,8.899584514031945,7.321136008363543,8.548996836154586,7.7720026586996935,8.339571775563956,7.247918597327025,7.599526421124775,9.659149625303757,7.293150809950939,8.964439071114878,9.563010350484749,7.896681755936842,7.998377679396928,12.057241180486974,13.862059343004846,8.699665355749719,10.972978852525873,11.007724446335393,11.977124670150713,10.58812956288438,11.083026894322302,7.324287424203983,7.804052175725794,10.308107462889948,8.351516475816185,12.365473982677921,7.925662038008816,10.513803166510563,6.42075092773672,3.318939614949035,5.343933528674377,3.6597449172542835,5.176038236110355,0.0,3.604893545154539,2.331756775319875,4.045032689509688,3.5795397581824986,5.862061381846457,4.835525005174862,3.5919106183677383,6.359710027699767,4.08585065893671,5.444523015961155,3.810776654597167,5.696892555063792,4.66518033865507,5.5070562717986205,3.9930235576476254,2.9575348733579903,3.910694015574779,2.2987069420857855,6.18894811698306,7.923162490120358,6.466261417148618,3.5198528959007396,5.455901707399514,2.762291340680213,4.008698447470563,3.68346694298909,5.935349801557789,5.270370983792455,5.1433032179014715,6.634169562084474,3.823305841027551,3.984059167777693,5.060258868194458,5.576064559012984,4.429841277603704,5.2770966991910395,4.78913051189543,4.460611722251868,3.1991015828899925,5.411875171756922,4.930221864740066,3.672877668150236,5.495212443617114,3.976672969917008,4.822860464095325,4.487411777250544,4.590430653042053,4.428669187916993,4.24845821385209,4.672085125638294,3.8805523424228436,3.4485787773516616,4.569363888108505,3.897247813244731,4.828332320133511
