Observation id,Observation date,Description,Media file,Total length,FPS,Subject,Behavior,Behavioral category,Modifiers,Behavior type,Start (s),Stop (s),Duration (s),Comment start,Comment stop
0425-2-win-2-topview-new,2024-10-03 18:47:35,,/Volumes/Tong Shen/8maze in vivo recording/0425-2/win-2/240718 0425-2 top standardization tagged.mp4,4315.07,30.0,No focal subject,g,,,POINT,2219.3,2219.3,,,
0425-2-win-2-topview-new,2024-10-03 18:47:35,,/Volumes/Tong Shen/8maze in vivo recording/0425-2/win-2/240718 0425-2 top standardization tagged.mp4,4315.07,30.0,No focal subject,v,,,POINT,2222.2,2222.2,,,
0425-2-win-2-topview-new,2024-10-03 18:47:35,,/Volumes/Tong Shen/8maze in vivo recording/0425-2/win-2/240718 0425-2 top standardization tagged.mp4,4315.07,30.0,No focal subject,t,,,POINT,2269.667,2269.667,,,
,,,,,,,i,,,,2278.233,,,,
0425-2-win-2-topview-new,2024-10-03 18:47:35,,/Volumes/Tong Shen/8maze in vivo recording/0425-2/win-2/240718 0425-2 top standardization tagged.mp4,4315.07,30.0,No focal subject,w,,,POINT,2278.633,2278.633,,,
0425-2-win-2-topview-new,2024-10-03 18:47:35,,/Volumes/Tong Shen/8maze in vivo recording/0425-2/win-2/240718 0425-2 top standardization tagged.mp4,4315.07,30.0,No focal subject,E,,,STATE,2281.5,2303.9,22.4,,
0425-2-win-2-topview-new,2024-10-03 18:47:35,,/Volumes/Tong Shen/8maze in vivo recording/0425-2/win-2/240718 0425-2 top standardization tagged.mp4,4315.07,30.0,No focal subject,c,,,POINT,2303.067,2303.067,,,
0425-2-win-2-topview-new,2024-10-03 18:47:35,,/Volumes/Tong Shen/8maze in vivo recording/0425-2/win-2/240718 0425-2 top standardization tagged.mp4,4315.07,30.0,No focal subject,t,,,POINT,2342.267,2342.267,,,
0425-2-win-2-topview-new,2024-10-03 18:47:35,,/Volumes/Tong Shen/8maze in vivo recording/0425-2/win-2/240718 0425-2 top standardization tagged.mp4,4315.07,30.0,No focal subject,E,,,STATE,2494.567,2508.667,14.1,,
,,,,,,,q,,,,2506.0,,,,
0425-2-win-2-topview-new,2024-10-03 18:47:35,,/Volumes/Tong Shen/8maze in vivo recording/0425-2/win-2/240718 0425-2 top standardization tagged.mp4,4315.07,30.0,No focal subject,g,,,POINT,2506.867,2506.867,,,
0425-2-win-2-topview-new,2024-10-03 18:47:35,,/Volumes/Tong Shen/8maze in vivo recording/0425-2/win-2/240718 0425-2 top standardization tagged.mp4,4315.07,30.0,No focal subject,v,,,POINT,2519.6,2519.6,,,
0425-2-win-2-topview-new,2024-10-03 18:47:35,,/Volumes/Tong Shen/8maze in vivo recording/0425-2/win-2/240718 0425-2 top standardization tagged.mp4,4315.07,30.0,No focal subject,t,,,POINT,2528.0,2528.0,,,
0425-2-win-2-topview-new,2024-10-03 18:47:35,,/Volumes/Tong Shen/8maze in vivo recording/0425-2/win-2/240718 0425-2 top standardization tagged.mp4,4315.07,30.0,No focal subject,E,,,STATE,2575.633,2604.133,28.5,,
0425-2-win-2-topview-new,2024-10-03 18:47:35,,/Volumes/Tong Shen/8maze in vivo recording/0425-2/win-2/240718 0425-2 top standardization tagged.mp4,4315.07,30.0,No focal subject,E,,,STATE,2632.767,2662.233,29.466,,
,,,,,,,i,,,,2689.4,,,,
0425-2-win-2-topview-new,2024-10-03 18:47:35,,/Volumes/Tong Shen/8maze in vivo recording/0425-2/win-2/240718 0425-2 top standardization tagged.mp4,4315.07,30.0,No focal subject,E,,,STATE,2697.2,2728.767,31.567,,
0425-2-win-2-topview-new,2024-10-03 18:47:35,,/Volumes/Tong Shen/8maze in vivo recording/0425-2/win-2/240718 0425-2 top standardization tagged.mp4,4315.07,30.0,No focal subject,w,,,POINT,2704.9,2704.9,,,
0425-2-win-2-topview-new,2024-10-03 18:47:35,,/Volumes/Tong Shen/8maze in vivo recording/0425-2/win-2/240718 0425-2 top standardization tagged.mp4,4315.07,30.0,No focal subject,c,,,POINT,2729.2,2729.2,,,
0425-2-win-2-topview-new,2024-10-03 18:47:35,,/Volumes/Tong Shen/8maze in vivo recording/0425-2/win-2/240718 0425-2 top standardization tagged.mp4,4315.07,30.0,No focal subject,t,,,POINT,2769.6,2769.6,,,
0425-2-win-2-topview-new,2024-10-03 18:47:35,,/Volumes/Tong Shen/8maze in vivo recording/0425-2/win-2/240718 0425-2 top standardization tagged.mp4,4315.07,30.0,No focal subject,E,,,STATE,2825.0,2833.667,8.667,,
0425-2-win-2-topview-new,2024-10-03 18:47:35,,/Volumes/Tong Shen/8maze in vivo recording/0425-2/win-2/240718 0425-2 top standardization tagged.mp4,4315.07,30.0,No focal subject,E,,,STATE,2837.467,2855.167,17.7,,
,,,,,,,i,,,,2866.6,,,,
0425-2-win-2-topview-new,2024-10-03 18:47:35,,/Volumes/Tong Shen/8maze in vivo recording/0425-2/win-2/240718 0425-2 top standardization tagged.mp4,4315.07,30.0,No focal subject,w,,,POINT,2921.033,2921.033,,,
0425-2-win-2-topview-new,2024-10-03 18:47:35,,/Volumes/Tong Shen/8maze in vivo recording/0425-2/win-2/240718 0425-2 top standardization tagged.mp4,4315.07,30.0,No focal subject,E,,,STATE,2927.867,2953.3,25.433,,
0425-2-win-2-topview-new,2024-10-03 18:47:35,,/Volumes/Tong Shen/8maze in vivo recording/0425-2/win-2/240718 0425-2 top standardization tagged.mp4,4315.07,30.0,No focal subject,c,,,POINT,2951.967,2951.967,,,
0425-2-win-2-topview-new,2024-10-03 18:47:35,,/Volumes/Tong Shen/8maze in vivo recording/0425-2/win-2/240718 0425-2 top standardization tagged.mp4,4315.07,30.0,No focal subject,t,,,POINT,3037.333,3037.333,,,
,,,,,,,i,,,,3045.5,,,,
0425-2-win-2-topview-new,2024-10-03 18:47:35,,/Volumes/Tong Shen/8maze in vivo recording/0425-2/win-2/240718 0425-2 top standardization tagged.mp4,4315.07,30.0,No focal subject,E,,,STATE,3050.167,3056.4,6.233,,
0425-2-win-2-topview-new,2024-10-03 18:47:35,,/Volumes/Tong Shen/8maze in vivo recording/0425-2/win-2/240718 0425-2 top standardization tagged.mp4,4315.07,30.0,No focal subject,w,,,POINT,3061.667,3061.667,,,
0425-2-win-2-topview-new,2024-10-03 18:47:35,,/Volumes/Tong Shen/8maze in vivo recording/0425-2/win-2/240718 0425-2 top standardization tagged.mp4,4315.07,30.0,No focal subject,E,,,STATE,3066.033,3075.967,9.934,,
